航空公司 进港航班号 进机位时间 出机位时间 国际国内属性 飞行任务 机型 进出港总人数
ZH 1074 2015-7-25 22:10:00 2015-7-26 8:55:00 国内 Y 738 378
CZ 1075 2015-7-25 22:15:00 2015-7-26 9:55:00 国内 Y 320 312
CZ 1076 2015-7-25 22:15:00 2015-7-26 8:05:00 国内 Y 319 252
ZH 1077 2015-7-25 22:20:00 2015-7-26 6:25:00 国内 Y 320 312
ZH 1078 2015-7-25 22:20:00 2015-7-26 9:50:00 国内 Y 738 378
HU 1079 2015-7-25 22:25:00 2015-7-26 7:05:00 国内 Y 73G 268
CZ 1080 2015-7-25 22:25:00 2015-7-26 7:55:00 国内 Y 320 312
CZ 1081 2015-7-25 22:25:00 2015-7-26 7:20:00 国内 Y 752 478
JD 1082 2015-7-25 22:30:00 2015-7-26 6:55:00 国内 Y 320 312
CZ 1083 2015-7-25 22:30:00 2015-7-26 8:35:00 国内 Y 320 312
CA 1084 2015-7-25 22:35:00 2015-7-26 8:05:00 国内 Y 319 252
CZ 1085 2015-7-25 22:35:00 2015-7-26 8:50:00 国内 Y 320 312
ZH 1086 2015-7-25 22:40:00 2015-7-26 9:45:00 国内 Y 320 312
CZ 1087 2015-7-25 22:45:00 2015-7-26 7:05:00 国内 Y 321 362
CZ 1088 2015-7-25 22:50:00 2015-7-26 8:35:00 国际 Y E90 140
CZ 1089 2015-7-25 22:50:00 2015-7-26 8:20:00 国内 Y 738 378
HU 1090 2015-7-25 22:55:00 2015-7-26 7:40:00 国内 Y 73G 268
CZ 1091 2015-7-25 22:55:00 2015-7-26 8:15:00 国内 Y 321 362
MU 1092 2015-7-25 23:00:00 2015-7-26 7:45:00 国内 Y 738 378
CZ 1093 2015-7-25 23:00:00 2015-7-26 9:20:00 国内 Y 738 378
ZH 1094 2015-7-25 23:05:00 2015-7-26 6:45:00 国内 Y 320 312
ZH 1095 2015-7-25 23:05:00 2015-7-26 7:25:00 国内 Y 320 312
FM 1096 2015-7-25 23:10:00 2015-7-26 8:05:00 国内 Y 738 378
HU 1097 2015-7-25 23:10:00 2015-7-26 7:00:00 国内 Y 738 378
CA 1098 2015-7-25 23:15:00 2015-7-26 9:15:00 国内 Y 73G 268
CZ 1099 2015-7-25 23:15:00 2015-7-26 9:25:00 国内 Y 320 312
HU 1100 2015-7-25 23:15:00 2015-7-26 7:40:00 国内 Y 738 378
CZ 1101 2015-7-25 23:15:00 2015-7-26 8:25:00 国内 3 320 312
AK 1102 2015-7-25 23:20:00 2015-7-26 0:10:00 国际 Y 320 312
CZ 1103 2015-7-25 23:20:00 2015-7-26 8:55:00 国内 Y 738 378
CZ 1104 2015-7-25 23:25:00 2015-7-26 6:20:00 国内 D E90 140
CZ 1105 2015-7-25 23:25:00 2015-7-26 9:00:00 国际 Y 332 606
ZH 1106 2015-7-25 23:30:00 2015-7-26 7:10:00 国内 Y 738 378
CZ 1107 2015-7-25 23:30:00 2015-7-26 7:35:00 国内 Y 738 378
CZ 1108 2015-7-25 23:30:00 2015-7-26 6:40:00 国内 Y 319 252
FM 1109 2015-7-25 23:30:00 2015-7-26 7:30:00 国内 Y 738 378
CZ 1110 2015-7-25 23:35:00 2015-7-26 8:45:00 国内 Y 319 252
CZ 1111 2015-7-25 23:35:00 2015-7-26 8:45:00 国内 Y 73W 298
CZ 1112 2015-7-25 23:35:00 2015-7-26 11:30:00 国际 Y 773 730
CZ 1113 2015-7-25 23:40:00 2015-7-26 9:35:00 国内 Y 738 378
CZ 1114 2015-7-25 23:45:00 2015-7-26 12:50:00 国内 Y 73G 268
CZ 1115 2015-7-25 23:45:00 2015-7-26 8:40:00 国内 Y 738 378
CZ 1116 2015-7-25 23:50:00 2015-7-26 9:35:00 国内 Y 320 312
CZ 1117 2015-7-25 23:50:00 2015-7-26 9:00:00 国内 Y 320 312
CZ 1118 2015-7-25 23:50:00 2015-7-26 7:50:00 国内 Y E90 140
CZ 1119 2015-7-25 23:55:00 2015-7-26 10:20:00 国内 Y 320 312
OZ 1120 2015-7-25 23:55:00 2015-7-26 0:55:00 国际 Y 321 362
CZ 1121 2015-7-25 23:55:00 2015-7-26 9:15:00 国内 Y 738 378
CZ 1122 2015-7-26 0:05:00 2015-7-26 7:15:00 国内 Y 319 252
CZ 1123 2015-7-26 0:05:00 2015-7-26 7:45:00 国内 Y E90 140
HU 1124 2015-7-26 0:10:00 2015-7-26 7:30:00 国内 Y 738 378
MU 1125 2015-7-26 0:10:00 2015-7-26 7:20:00 国内 Y 73G 268
CZ 1126 2015-7-26 0:10:00 2015-7-26 10:20:00 国内 D 738 378
CZ 1127 2015-7-26 0:10:00 2015-7-26 8:30:00 国内 D 320 312
CZ 1128 2015-7-26 0:10:00 2015-7-26 7:55:00 国内 Y 738 378
SQ 1129 2015-7-26 0:15:00 2015-7-26 1:20:00 国际 Y 333 670
CZ 1130 2015-7-26 0:15:00 2015-7-26 8:40:00 国内 Y 319 252
ZH 1131 2015-7-26 0:15:00 2015-7-26 7:30:00 国内 Y 320 312
CZ 1132 2015-7-26 0:15:00 2015-7-26 9:15:00 国内 Y 332 606
CA 1133 2015-7-26 0:20:00 2015-7-26 10:30:00 国内 Y 738 378
ZH 1134 2015-7-26 0:20:00 2015-7-26 6:50:00 国内 Y 320 312
FM 1135 2015-7-26 0:25:00 2015-7-26 7:50:00 国内 Y 738 378
ZH 1136 2015-7-26 0:25:00 2015-7-26 7:50:00 国内 Y 319 252
MH 1137 2015-7-26 0:25:00 2015-7-26 1:20:00 国际 Y 738 378
MU 1138 2015-7-26 0:30:00 2015-7-26 10:00:00 国内 Y 738 378
MU 1139 2015-7-26 0:30:00 2015-7-26 6:50:00 国内 Y 320 312
9C 1140 2015-7-26 0:30:00 2015-7-26 6:45:00 国内 Y 320 312
AK 1141 2015-7-26 0:30:00 2015-7-26 1:15:00 国际 Y 320 312
HU 1142 2015-7-26 0:35:00 2015-7-26 8:10:00 国内 Y 788 500
HU 1143 2015-7-26 0:35:00 2015-7-26 10:55:00 国内 Y 738 378
MU 1144 2015-7-26 0:40:00 2015-7-26 6:40:00 国内 Y 738 378
BK 1145 2015-7-26 0:40:00 2015-7-26 6:55:00 国内 Y 738 378
CZ 1146 2015-7-26 0:40:00 2015-7-26 7:00:00 国内 Y 321 362
HO 1147 2015-7-26 0:45:00 2015-7-26 6:40:00 国内 Y 320 312
KY 1148 2015-7-26 0:50:00 2015-7-26 6:50:00 国内 Y 73G 268
TK 1149 2015-7-26 0:50:00 2015-7-26 2:50:00 国际 I 33F 0
ZH 1150 2015-7-26 0:50:00 2015-7-26 7:35:00 国内 Y 320 312
JD 1151 2015-7-26 0:50:00 2015-7-26 7:35:00 国内 Y 320 312
5J 1152 2015-7-26 0:55:00 2015-7-26 1:40:00 国际 Y 320 312
CZ 1153 2015-7-26 0:55:00 2015-7-26 12:30:00 国际 Y 773 730
AQ 1154 2015-7-26 1:00:00 2015-7-26 6:45:00 国内 Y 738 378
MU 1155 2015-7-26 1:00:00 2015-7-26 15:30:00 国内 Y 738 378
ZH 1156 2015-7-26 1:00:00 2015-7-26 9:25:00 国内 Y 738 378
AQ 1157 2015-7-26 1:05:00 2015-7-26 6:35:00 国内 Y 738 378
ZH 1158 2015-7-26 1:05:00 2015-7-26 7:15:00 国内 Y 320 312
FX 1159 2015-7-26 1:10:00 2015-7-27 1:30:00 国际 I 31Y 450
MU 1160 2015-7-26 1:10:00 2015-7-26 6:30:00 国内 Y 73G 268
CZ 1161 2015-7-26 1:10:00 2015-7-26 10:40:00 国内 Y 738 378
NH 1162 2015-7-26 1:10:00 2015-7-26 2:10:00 国际 I 76Y 238
HO 1163 2015-7-26 1:10:00 2015-7-26 6:55:00 国内 Y 320 312
CZ 1164 2015-7-26 1:15:00 2015-7-26 7:15:00 国内 Y 320 312
MU 1165 2015-7-26 1:20:00 2015-7-26 7:45:00 国内 Y 738 378
CZ 1166 2015-7-26 1:20:00 2015-7-26 8:30:00 国际 Y 738 378
AQ 1167 2015-7-26 1:20:00 2015-7-26 6:25:00 国内 Y 738 378
AQ 1168 2015-7-26 1:25:00 2015-7-27 6:30:00 国内 Y 738 378
FX 1169 2015-7-26 1:35:00 2015-7-26 6:55:00 国际 I 77F 0
CZ 1170 2015-7-26 1:40:00 2015-7-26 8:10:00 国内 Y 319 252
KE 1171 2015-7-26 1:40:00 2015-7-26 3:40:00 国际 I 74Y 0
TR 1172 2015-7-26 1:50:00 2015-7-26 2:35:00 国际 Y 320 312
FD 1173 2015-7-26 2:00:00 2015-7-26 2:50:00 国际 Y 320 312
O8 1174 2015-7-26 2:00:00 2015-7-26 3:00:00 国际 Y 733 298
LH 1175 2015-7-26 2:45:00 2015-7-26 5:05:00 国际 I M1F 0
CZ 1176 2015-7-26 4:30:00 2015-7-26 9:40:00 国际 I 77F 0
O8 1177 2015-7-26 4:50:00 2015-7-26 5:50:00 国际 Y 733 298
CZ 1178 2015-7-26 4:55:00 2015-7-26 8:50:00 国际 Y 321 362
CZ 1179 2015-7-26 5:00:00 2015-7-26 10:00:00 国内 Y 333 670
CF 1180 2015-7-26 5:20:00 2015-7-26 5:50:00 国内 I 73Y 0
CZ 1181 2015-7-26 5:40:00 2015-7-26 9:00:00 国内 3 388 608
CZ 1182 2015-7-26 5:45:00 2015-7-26 7:40:00 国内 Y 319 252
CZ 1183 2015-7-26 6:00:00 2015-7-26 8:20:00 国际 Y 333 670
CZ 1184 2015-7-26 6:00:00 2015-7-26 14:30:00 国际 Y 332 606
CZ 1185 2015-7-26 6:00:00 2015-7-26 8:00:00 国内 Y 738 378
CZ 1186 2015-7-26 6:15:00 2015-7-26 9:10:00 国际 Y 738 378
CZ 1187 2015-7-26 6:50:00 2015-7-26 10:10:00 国内 Y 73W 298
CZ 1188 2015-7-26 6:50:00 2015-7-26 11:45:00 国际 Y 332 606
CF 1189 2015-7-26 7:50:00 2015-7-27 2:50:00 国内 I 73Y 0
MU 1190 2015-7-26 7:55:00 2015-7-26 9:50:00 国内 Y 738 378
PN 1191 2015-7-26 7:55:00 2015-7-26 9:40:00 国内 Y 320 312
CZ 1192 2015-7-26 8:05:00 2015-7-26 9:05:00 国内 Y 321 362
ZH 1193 2015-7-26 8:10:00 2015-7-26 9:20:00 国内 Y 320 312
MF 1194 2015-7-26 8:15:00 2015-7-26 9:10:00 国内 Y 73G 268
CZ 1195 2015-7-26 8:15:00 2015-7-27 2:30:00 国际 I 77F 0
HU 1196 2015-7-26 8:20:00 2015-7-26 9:20:00 国内 Y 738 378
CZ 1197 2015-7-26 8:25:00 2015-7-26 9:30:00 国内 Y 320 312
CA 1198 2015-7-26 8:50:00 2015-7-27 0:15:00 国内 I 752 0
CZ 1199 2015-7-26 8:50:00 2015-7-26 11:40:00 国内 Y 738 378
CZ 1200 2015-7-26 8:55:00 2015-7-26 9:45:00 国际 Y E90 140
KA 1201 2015-7-26 8:55:00 2015-7-26 9:55:00 国际 Y 333 670
3U 1202 2015-7-26 9:10:00 2015-7-26 10:05:00 国内 Y 321 362
CZ 1203 2015-7-26 9:10:00 2015-7-26 10:10:00 国内 3 738 378
CZ 1204 2015-7-26 9:10:00 2015-7-26 9:55:00 国内 Y 321 362
HU 1205 2015-7-26 9:10:00 2015-7-26 10:00:00 国内 Y 738 378
3U 1206 2015-7-26 9:15:00 2015-7-26 10:25:00 国内 3 321 362
CZ 1207 2015-7-26 9:15:00 2015-7-26 10:15:00 国内 Y 738 378
CZ 1208 2015-7-26 9:20:00 2015-7-26 12:00:00 国内 3 332 606
CZ 1209 2015-7-26 9:25:00 2015-7-26 10:35:00 国内 Y 738 378
CA 1210 2015-7-26 9:30:00 2015-7-26 10:40:00 国内 Y 321 362
MU 1211 2015-7-26 9:30:00 2015-7-26 11:05:00 国内 Y 321 362
CZ 1212 2015-7-26 9:35:00 2015-7-26 10:35:00 国内 Y 738 378
AK 1213 2015-7-26 9:35:00 2015-7-26 10:20:00 国际 Y 320 312
CZ 1214 2015-7-26 9:35:00 2015-7-26 10:25:00 国内 Y E90 140
9C 1215 2015-7-26 9:35:00 2015-7-26 10:25:00 国内 Y 320 312
SU 1216 2015-7-26 9:40:00 2015-7-26 11:10:00 国际 Y 333 670
CZ 1217 2015-7-26 9:40:00 2015-7-26 10:45:00 国内 Y 738 378
HU 1218 2015-7-26 9:45:00 2015-7-26 11:25:00 国内 Y 738 378
ZH 1219 2015-7-26 9:45:00 2015-7-26 11:50:00 国内 Y 738 378
CZ 1220 2015-7-26 9:45:00 2015-7-26 10:55:00 国际 Y 321 362
EU 1221 2015-7-26 9:45:00 2015-7-26 10:45:00 国内 Y 32V 312
HU 1222 2015-7-26 9:50:00 2015-7-26 10:25:00 国内 Y 738 378
MU 1223 2015-7-26 9:50:00 2015-7-26 11:20:00 国内 Y 333 670
MU 1224 2015-7-26 9:50:00 2015-7-26 10:50:00 国内 Y 320 312
MF 1225 2015-7-26 9:50:00 2015-7-26 10:55:00 国内 Y 73G 268
ZH 1226 2015-7-26 9:55:00 2015-7-26 10:50:00 国内 Y 320 312
TR 1227 2015-7-26 9:55:00 2015-7-26 10:40:00 国际 Y 320 312
OQ 1228 2015-7-26 9:55:00 2015-7-26 10:45:00 国内 Y 320 312
CA 1229 2015-7-26 10:00:00 2015-7-26 10:55:00 国内 Y 738 378
MU 1230 2015-7-26 10:00:00 2015-7-26 10:55:00 国内 Y 73G 268
CZ 1231 2015-7-26 10:05:00 2015-7-26 12:10:00 国内 3 319 252
MU 1232 2015-7-26 10:05:00 2015-7-26 10:30:00 国内 Y 321 362
CA 1233 2015-7-26 10:10:00 2015-7-26 11:30:00 国内 Y 320 312
HU 1234 2015-7-26 10:10:00 2015-7-26 11:15:00 国内 Y 738 378
MU 1235 2015-7-26 10:20:00 2015-7-26 11:20:00 国内 Y 320 312
CZ 1236 2015-7-26 10:20:00 2015-7-26 11:10:00 国内 Y 733 298
MU 1237 2015-7-26 10:25:00 2015-7-26 11:20:00 国内 Y 320 312
CZ 1238 2015-7-26 10:25:00 2015-7-26 12:30:00 国际 Y 321 362
CZ 1239 2015-7-26 10:30:00 2015-7-29 8:45:00 国内 Y 73G 268
CZ 1240 2015-7-26 10:35:00 2015-7-26 11:50:00 国内 Y E90 140
ZH 1241 2015-7-26 10:40:00 2015-7-26 12:40:00 国内 Y 738 378
ZH 1242 2015-7-26 10:40:00 2015-7-26 11:50:00 国内 Y 738 378
CZ 1243 2015-7-26 10:40:00 2015-7-26 12:25:00 国内 Y 320 312
CZ 1244 2015-7-26 10:40:00 2015-7-26 11:40:00 国内 Y 320 312
SC 1245 2015-7-26 10:45:00 2015-7-26 12:00:00 国内 Y 738 378
HU 1246 2015-7-26 10:45:00 2015-7-26 11:45:00 国内 Y 738 378
CZ 1247 2015-7-26 10:45:00 2015-7-26 12:15:00 国内 Y 738 378
CZ 1248 2015-7-26 10:45:00 2015-7-26 11:45:00 国内 Y 738 378
MU 1249 2015-7-26 10:45:00 2015-7-26 11:40:00 国内 Y 333 670
CA 1250 2015-7-26 10:50:00 2015-7-26 11:55:00 国内 Y 73G 268
CZ 1251 2015-7-26 10:50:00 2015-7-26 13:35:00 国内 Y 321 362
FM 1252 2015-7-26 10:50:00 2015-7-26 12:15:00 国内 Y 738 378
OQ 1253 2015-7-26 10:50:00 2015-7-26 11:50:00 国内 Y 320 312
MU 1254 2015-7-26 10:55:00 2015-7-26 12:05:00 国内 Y 73G 268
MU 1255 2015-7-26 10:55:00 2015-7-26 11:55:00 国内 Y 738 378
ZH 1256 2015-7-26 10:55:00 2015-7-26 11:55:00 国内 Y 320 312
CA 1257 2015-7-26 10:55:00 2015-7-26 12:30:00 国内 3 332 606
NS 1258 2015-7-26 11:00:00 2015-7-26 12:05:00 国内 Y 73G 268
KE 1259 2015-7-26 11:00:00 2015-7-26 12:40:00 国际 Y 332 606
OZ 1260 2015-7-26 11:10:00 2015-7-26 12:20:00 国际 Y 333 670
CZ 1261 2015-7-26 11:10:00 2015-7-26 12:45:00 国际 Y 321 362
CZ 1262 2015-7-26 11:15:00 2015-7-26 12:20:00 国内 Y E90 140
SC 1263 2015-7-26 11:15:00 2015-7-26 12:25:00 国内 Y 738 378
CZ 1264 2015-7-26 11:20:00 2015-7-26 13:10:00 国内 Y 73G 268
CZ 1265 2015-7-26 11:20:00 2015-7-26 12:10:00 国内 Y 321 362
CZ 1266 2015-7-26 11:20:00 2015-7-26 13:55:00 国内 Y 319 252
CZ 1267 2015-7-26 11:20:00 2015-7-26 12:40:00 国际 Y 738 378
MF 1268 2015-7-26 11:25:00 2015-7-26 12:25:00 国内 Y 73G 268
CZ 1269 2015-7-26 11:25:00 2015-7-26 12:25:00 国内 Y 319 252
SC 1270 2015-7-26 11:25:00 2015-7-26 12:50:00 国内 Y 738 378
HU 1271 2015-7-26 11:25:00 2015-7-26 12:45:00 国内 Y 738 378
MU 1272 2015-7-26 11:30:00 2015-7-26 12:20:00 国内 Y 320 312
FM 1273 2015-7-26 11:30:00 2015-7-26 12:30:00 国内 Y 738 378
CZ 1274 2015-7-26 11:30:00 2015-7-26 12:45:00 国内 Y 738 378
CZ 1275 2015-7-26 11:35:00 2015-7-26 12:35:00 国内 Y 738 378
CZ 1276 2015-7-26 11:35:00 2015-7-26 13:05:00 国际 Y 319 252
CZ 1277 2015-7-26 11:40:00 2015-7-26 13:20:00 国内 Y 738 378
CZ 1278 2015-7-26 11:40:00 2015-7-26 12:55:00 国内 Y 320 312
CA 1279 2015-7-26 11:40:00 2015-7-26 13:05:00 国内 Y 73G 268
CZ 1280 2015-7-26 11:40:00 2015-7-26 18:50:00 国际 Y 73G 268
CZ 1281 2015-7-26 11:45:00 2015-7-26 12:45:00 国内 Y 320 312
CZ 1282 2015-7-26 11:45:00 2015-7-26 16:25:00 国际 Y 332 606
HU 1283 2015-7-26 11:45:00 2015-7-26 12:55:00 国内 Y 738 378
CZ 1284 2015-7-26 11:45:00 2015-7-26 13:20:00 国内 Y 321 362
CZ 1285 2015-7-26 11:45:00 2015-7-26 13:00:00 国内 3 321 362
ZH 1286 2015-7-26 11:50:00 2015-7-26 13:15:00 国内 Y 738 378
CZ 1287 2015-7-26 11:50:00 2015-7-26 13:20:00 国内 Y 319 252
CA 1288 2015-7-26 11:50:00 2015-7-26 12:35:00 国内 Y 73G 268
ZH 1289 2015-7-26 11:50:00 2015-7-26 10:50:00 国内 Y 320 312
CZ 1290 2015-7-26 11:55:00 2015-7-26 12:55:00 国内 Y 738 378
MU 1291 2015-7-26 11:55:00 2015-7-26 13:30:00 国内 Y 763 538
HU 1292 2015-7-26 11:55:00 2015-7-26 13:55:00 国内 Y 738 378
BR 1293 2015-7-26 11:55:00 2015-7-26 13:10:00 国际 Y 332 606
3U 1294 2015-7-26 12:00:00 2015-7-26 13:10:00 国内 Y 320 312
YT 1295 2015-7-26 12:00:00 2015-7-26 14:20:00 国际 5 G45 30
CZ 1296 2015-7-26 12:05:00 2015-7-26 12:50:00 国内 Y 321 362
KN 1297 2015-7-26 12:05:00 2015-7-26 13:10:00 国内 Y 738 378
CZ 1298 2015-7-26 12:10:00 2015-7-26 13:40:00 国内 Y 320 312
MF 1299 2015-7-26 12:10:00 2015-7-26 13:15:00 国内 Y 738 378
CZ 1300 2015-7-26 12:10:00 2015-7-26 13:35:00 国内 Y 321 362
JD 1301 2015-7-26 12:10:00 2015-7-26 13:05:00 国内 Y 319 252
CA 1302 2015-7-26 12:10:00 2015-7-26 13:30:00 国内 Y 772 752
CZ 1303 2015-7-26 12:15:00 2015-7-26 15:05:00 国内 Y 321 362
CA 1304 2015-7-26 12:15:00 2015-7-26 13:30:00 国内 Y 321 362
CZ 1305 2015-7-26 12:20:00 2015-7-26 13:45:00 国内 Y 320 312
CZ 1306 2015-7-26 12:20:00 2015-7-26 12:50:00 国内 Y E90 140
SQ 1307 2015-7-26 12:20:00 2015-7-26 13:25:00 国际 Y 333 670
CZ 1308 2015-7-26 12:25:00 2015-7-26 13:50:00 国内 Y 738 378
CZ 1309 2015-7-26 12:25:00 2015-7-26 13:40:00 国内 Y 319 252
MU 1310 2015-7-26 12:25:00 2015-7-26 13:25:00 国内 Y 320 312
CZ 1311 2015-7-26 12:35:00 2015-7-26 13:00:00 国内 D 320 312
CZ 1312 2015-7-26 12:35:00 2015-7-26 13:35:00 国内 Y 738 378
K6 1313 2015-7-26 12:35:00 2015-7-26 13:45:00 国际 Y 321 362
CZ 1314 2015-7-26 12:40:00 2015-7-26 13:40:00 国内 Y 738 378
HU 1315 2015-7-26 12:40:00 2015-7-26 16:35:00 国内 Y 738 378
CA 1316 2015-7-26 12:40:00 2015-7-26 14:00:00 国内 Y 73G 268
CZ 1317 2015-7-26 12:45:00 2015-7-26 15:00:00 国内 3 333 670
CZ 1318 2015-7-26 12:45:00 2015-7-26 15:00:00 国内 Y 333 670
CZ 1319 2015-7-26 12:45:00 2015-7-26 14:40:00 国内 Y 320 312
ZH 1320 2015-7-26 12:50:00 2015-7-26 13:45:00 国内 3 320 312
HU 1321 2015-7-26 12:50:00 2015-7-26 14:45:00 国内 Y 738 378
KN 1322 2015-7-26 12:55:00 2015-7-26 13:50:00 国内 Y 738 378
FM 1323 2015-7-26 12:55:00 2015-7-26 19:20:00 国内 Y 738 378
ZH 1324 2015-7-26 12:55:00 2015-7-26 14:05:00 国内 Y 320 312
CZ 1325 2015-7-26 13:00:00 2015-7-26 21:00:00 国内 Y 332 606
